index,TimeStamp,Activity_ID,User_ID,Hits,Misses,Max_Hits,GamePlayTime,Course_ID,Words_List
58,1625161490.0,values-all-book-22,5,0,0,1,292.31298005664223,5_0,[]
59,1621633783.0,values-all-book-20,5,0,0,1,281.0728494038712,5_0,[]
60,1627553758.0,values-all-book-4,6,0,0,1,314.9097906235632,6_0,[]
61,1621475105.0,fruits-wendy-identification-1,6,7,4,12,312.2847178314412,6_0,"['mango', 'blueberries', 'dragonfruit', 'melon', 'papaya', 'annona', 'mango']"
62,1630865333.0,values-all-book-1,6,0,0,1,322.4934513745491,6_0,[]
63,1622869645.0,beach-yasmin-puzzle-2,6,3,1,4,321.5639353619747,6_0,"['three', 'four', 'three']"
64,1622524490.0,farm-poiki-demovideo-1,6,0,0,1,326.1243528209683,6_0,[]
65,1619362421.0,seanimals-flashcards-video-1,6,0,0,1,320.97710112879935,6_0,[]
66,1622716699.0,colors-wendy-game-1,6,3,5,8,320.8196428622629,6_0,"['black', 'brown', 'white']"
67,1618030271.0,colors-poiki-game-2,6,4,2,6,308.57260044037935,6_0,"['black', 'red', 'black', 'red']"
68,1622259202.0,fruits-yasmin-identification-1,6,7,5,12,316.35477670602654,6_0,"['blueberries', 'khaki', 'plum', 'plum', 'mango', 'apple', 'pear']"
69,1615933614.0,fruits-yasmin-flashcards-2,6,5,2,6,320.7746688872044,6_0,"['annona', 'dragonfruit', 'coconut', 'kiwi', 'melon']"
70,1613695812.0,farm-yasmin-flashcards-3,7,5,0,7,274.3009877228661,7_0,"['bird', 'pig', 'calf', 'goose', 'ram']"
71,1613636799.0,values-all-book-22,7,0,0,1,280.3432648914788,7_0,[]
72,1623082202.0,values-all-book-20,7,0,0,1,272.2478532745826,7_0,[]
73,1624055160.0,fruits-yasmin-flashcards-3,7,5,2,7,279.89624207726126,7_0,"['tangerine', 'passionfruit', 'grapes', 'avocado', 'caju']"
74,1620061708.0,values-all-book-38,7,0,0,1,286.42992003540144,7_0,[]
75,1611488409.0,polar-yasmin-flashcards-2,7,4,1,6,295.28662166813865,7_0,"['walrus', 'penguin', 'seagull', 'puffin']"
76,1626293104.0,easter-colors-game-2,7,5,2,8,275.40997615090475,7_0,"['purple', 'black', 'white', 'purple', 'red']"
77,1628935028.0,pirate-all-puzzle-1,7,5,2,8,279.1821151643954,7_0,"['five', 'one', 'five', 'six', 'seven']"
78,1629968388.0,values-all-book-6,7,0,0,1,281.43452244001674,7_0,[]
79,1628174371.0,easter-colors-game-2,7,4,2,8,279.737706474387,7_0,"['yellow', 'white', 'blue', 'black']"
80,1629409528.0,values-all-book-7,8,0,0,1,241.97892142250544,8_0,[]
81,1629961769.0,values-all-book-4,8,0,0,1,256.686899491359,8_0,[]
82,1621482118.0,colors-wendy-game-1,8,6,1,8,248.71768162514235,8_0,"['orange', 'red', 'white', 'beige', 'gray', 'red']"
83,1618172046.0,farm-poiki-demovideo-3,8,0,0,1,260.4196122908261,8_0,[]
84,1625133156.0,fruits-wendy-identification-1,8,7,2,12,252.98983644972483,8_0,"['cherry', 'avocado', 'guava', 'orange', 'pear', 'watermelon', 'kiwi']"
85,1615607817.0,values-all-book-1,8,0,0,1,265.2590657061331,8_0,[]
86,1627490836.0,seanimals-flashcards-video-1,8,0,0,1,248.5183667306946,8_0,[]
87,1628330132.0,fruits-yasmin-identification-1,8,9,3,12,253.4164408923395,8_0,"['pear', 'plum', 'melon', 'grapes', 'blueberries', 'blueberries', 'raspberry', 'avocado', 'mango']"
88,1629340044.0,colors-poiki-game-2,8,4,0,6,249.47320841367795,8_0,"['black', 'blue', 'black', 'black']"
89,1622572912.0,fruits-yasmin-flashcards-2,8,4,0,6,253.65754075231862,8_0,"['melon', 'red-currant', 'red-currant', 'annona']"
90,1630553319.0,values-all-book-38,9,0,0,1,304.1714890276096,9_0,[]
91,1622348858.0,fruits-wendy-identification-1,9,9,3,12,302.5531458181376,9_0,"['kiwi', 'banana', 'dragonfruit', 'tomato', 'plum', 'grapes', 'papaya', 'pear', 'avocado']"
92,1619485999.0,fruits-wendy-identification-1,9,7,3,12,308.1988336729325,9_0,"['watermelon', 'pomegranate', 'papaya', 'pomegranate', 'orange', 'pineapple', 'mango']"
93,1624134662.0,pirate-all-puzzle-1,9,5,0,8,316.47730916417277,9_0,"['seven', 'seven', 'four', 'eight', 'seven']"
94,1631584070.0,values-all-book-20,9,0,0,1,303.40443277565026,9_0,[]
95,1629825617.0,cristmas-colors-game-1,9,4,1,6,300.60839868500125,9_0,"['green', 'green', 'white', 'red']"
96,1627085044.0,values-all-book-22,9,0,0,1,304.21064569787416,9_0,[]
97,1611323211.0,values-all-book-6,9,0,0,1,308.4134654464752,9_0,[]
98,1623082422.0,farm-yasmin-flashcards-3,9,5,2,7,299.55884986114285,9_0,"['duckling', 'piglet', 'pig', 'foal', 'lamb']"
99,1620281484.0,polar-yasmin-flashcards-2,9,4,0,6,310.517395622241,9_0,"['polar-bear', 'snow-fox', 'puffin', 'seal']"
100,1623467387.0,fruits-kevin-identification-1,10,6,3,12,347.8116097904603,10_0,"['banana', 'apple', 'orange', 'apple', 'orange', 'lemon']"
101,1628232398.0,farm-poiki-videoclip-2,10,0,0,1,354.48656635538305,10_0,[]
102,1614885108.0,values-all-book-39,10,0,0,1,354.3521657242324,10_0,[]
103,1625714140.0,colors-kevin-game-4,10,5,2,8,353.3112743295875,10_0,"['brown', 'purple', 'white', 'brown', 'green']"
104,1612093871.0,values-all-book-29,10,0,0,1,343.78517353234696,10_0,[]
105,1614384617.0,values-all-book-33,10,0,0,1,347.79958171576504,10_0,[]
106,1627112931.0,easter-colors-game-2,10,5,2,8,357.4068801722909,10_0,"['green', 'red', 'orange', 'purple', 'black']"
107,1616869337.0,vegetables-yasmin-identification-1,10,8,4,12,348.473319973558,10_0,"['cassava', 'onion', 'bellpepper', 'eggplant', 'bellpepper', 'potato', 'mushroom', 'potato']"
108,1627585821.0,easter-colors-game-2,10,6,2,8,356.6819927177623,10_0,"['green', 'orange', 'red', 'purple', 'orange', 'yellow']"
109,1611727472.0,pirates-all-puzzle-2 ,10,3,3,8,350.62754973248894,10_0,"['five', 'three', 'five']"
110,1612741772.0,fruits-yasmin-flashcards-3,11,5,1,7,301.8377244801113,11_0,"['passionfruit', 'grapes', 'orange', 'guava', 'blueberries']"
111,1624964381.0,values-all-book-20,11,0,0,1,301.0323070871443,11_0,[]
112,1610499840.0,pirate-all-puzzle-1,11,6,1,8,301.7640830324719,11_0,"['seven', 'six', 'four', 'six', 'seven', 'seven']"
113,1622219629.0,farm-yasmin-flashcards-3,11,4,2,7,302.53477364834276,11_0,"['duck', 'duckling', 'ram', 'horse']"
114,1629672085.0,polar-yasmin-flashcards-2,11,2,1,6,307.9638537720874,11_0,"['walrus', 'polar-bear']"
115,1621340187.0,vegetables-yasmin-identification-1,11,9,2,12,295.8003007120935,11_0,"['cassava', 'chili', 'bellpepper', 'potato', 'broccoli', 'potato', 'cassava', 'beetroot', 'eggplant']"
116,1624585684.0,farm-poiki-demovideo-3,11,0,0,1,299.62666010874426,11_0,[]
117,1610088868.0,values-all-book-6,11,0,0,1,299.0117430443547,11_0,[]
118,1623574969.0,values-all-book-38,11,0,0,1,297.5194883300872,11_0,[]
119,1622939543.0,values-all-book-22,11,0,0,1,296.84526312461793,11_0,[]
120,1622265896.0,vegetables-poiki-identification-1,12,10,2,12,281.79752199785503,12_0,"['mushroom', 'bellpepper', 'kale', 'chayote', 'mushroom', 'mushroom', 'cauliflower', 'kale', 'pumpkin', 'broccoli']"
121,1618170125.0,easter-colors-game-3,12,6,1,8,271.2514361269183,12_0,"['orange', 'orange', 'gray', 'gray', 'brown', 'gray']"
122,1617703015.0,values-all-book-6,12,0,0,1,274.26194527578434,12_0,[]
123,1631235087.0,mycountry-wendy-puzzle-1,12,5,1,8,277.4852972305466,12_0,"['three', 'five', 'eight', 'five', 'seven']"
124,1610303812.0,polar-yasmin-flashcards-2,12,5,0,6,276.0473848908346,12_0,"['penguin-baby', 'polar-bear', 'sealion', 'penguin-baby', 'seagull']"
125,1609976682.0,farm-yasmin-flashcards-3,12,3,1,7,282.4282780059841,12_0,"['ox', 'mare', 'duck']"
126,1630803096.0,pirate-all-puzzle-1,12,7,2,8,278.96527644721357,12_0,"['five', 'eight', 'four', 'three', 'one', 'five', 'five']"
127,1613597834.0,values-all-book-22,12,0,0,1,290.6306865474348,12_0,[]
128,1612243760.0,values-all-book-20,12,0,0,1,276.40029733929055,12_0,[]
129,1614165488.0,fruits-yasmin-flashcards-1,12,3,0,5,278.57067784831673,12_0,"['tomato', 'blueberries', 'tomato']"
130,1627249579.0,farm-poiki-demovideo-4,13,0,0,1,301.4215725949897,13_0,[]
131,1630269638.0,values-all-book-33,13,0,0,1,300.87332977772076,13_0,[]
132,1610002090.0,easter-colors-game-1,13,3,1,6,297.9938264504441,13_0,"['blue', 'yellow', 'black']"
133,1618932983.0,beach-yasmin-puzzle-1,13,2,0,4,302.9533522955603,13_0,"['three', 'two']"
134,1611747263.0,vegetables-yasmin-flashcards-3,13,4,2,7,294.47691701236766,13_0,"['mushroom', 'portobello', 'brussels-sprouts', 'corn']"
135,1615259432.0,farm-yasmin-flashcards-3,13,5,2,7,307.52930639800127,13_0,"['duck', 'turkey', 'goatling', 'duckling', 'piglet']"
136,1614392792.0,values-all-book-4,13,0,0,1,299.15892888616463,13_0,[]
137,1623839365.0,fruits-yasmin-identification-1,13,8,5,12,305.79580105297873,13_0,"['mango', 'tomato', 'blueberries', 'blueberries', 'plum', 'strawberry', 'orange', 'avocado']"
138,1617263029.0,farm-poiki-videoclip-2,13,0,0,1,294.2699978674628,13_0,[]
139,1613494654.0,values-all-book-12,13,0,0,1,306.0142585597865,13_0,[]
140,1620662638.0,polar-yasmin-flashcards-2,14,5,1,6,336.106924797296,14_0,"['sealion', 'seal', 'puffin', 'penguin', 'walrus']"
141,1610370027.0,values-all-book-22,14,0,0,1,330.1953228908382,14_0,[]
142,1611734427.0,values-all-book-6,14,0,0,1,334.1632536973224,14_0,[]
143,1631406206.0,values-all-book-20,14,0,0,1,338.2033166693664,14_0,[]
144,1613916724.0,fruits-yasmin-flashcards-3,14,5,1,7,328.49760607207287,14_0,"['grapes', 'tangerine', 'red-currant', 'lemon', 'melon']"
145,1617446183.0,values-all-book-38,14,0,0,1,332.07929409193025,14_0,[]
146,1625716559.0,farm-poiki-demovideo-2,14,0,0,1,336.96259224717136,14_0,[]
147,1628082728.0,pirate-all-puzzle-1,14,3,3,8,323.79365180238557,14_0,"['six', 'four', 'seven']"
148,1629859778.0,fruits-kevin-identification-1,14,8,5,12,332.6829826028341,14_0,"['apple', 'tomato', 'orange', 'kiwi', 'banana', 'orange', 'kiwi', 'kiwi']"
149,1613253149.0,farm-yasmin-flashcards-3,14,3,2,7,328.45620721940884,14_0,"['duck', 'bird', 'pig']"
150,1624409464.0,values-all-book-4,15,0,0,1,289.5075702869838,15_0,[]
151,1630925422.0,vegetables-yasmin-flashcards-1,15,3,2,5,287.340627041264,15_0,"['lettuce', 'cassava', 'lettuce']"
152,1610783991.0,farm-poiki-videoclip-2,15,0,0,1,290.700472302624,15_0,[]
153,1624488416.0,values-all-book-10,15,0,0,1,294.97194948363324,15_0,[]
154,1628240091.0,sea-yasmin-flashcards-2,15,4,1,6,298.1173597488499,15_0,"['crab', 'whale', 'starfish', 'starfish']"
155,1617086080.0,mycountry-yasmin-videoclip-2,15,0,0,1,279.0800282358218,15_0,[]
156,1615054746.0,values-all-book-33,15,0,0,1,290.705041099799,15_0,[]
157,1622727885.0,farm-yasmin-flashcards-3,15,5,1,7,289.8464868985609,15_0,"['ox', 'bird', 'goatling', 'goat', 'sheep']"
158,1619303117.0,beach-yasmin-puzzle-1,15,2,0,4,285.1921062519839,15_0,"['one', 'two']"
159,1613372753.0,values-all-book-12,15,0,0,1,287.42473821261683,15_0,[]
160,1619952951.0,pirates-all-puzzle-2 ,16,5,1,8,285.02675115139795,16_0,"['two', 'eight', 'three', 'three', 'four']"
161,1618584616.0,fruits-yasmin-flashcards-3,16,5,1,7,284.28390505224695,16_0,"['lemon', 'guava', 'pineapple', 'tangerine', 'red-currant']"
162,1622114248.0,colors-kevin-game-4,16,5,1,8,289.7324722100338,16_0,"['red', 'blue', 'red', 'orange', 'orange']"
163,1620772682.0,vegetables-yasmin-flashcards-3,16,4,3,7,283.0757035935681,16_0,"['', 'chili', 'beetroot', 'portobello']"
164,1616401768.0,values-all-book-29,16,0,0,1,283.1590696804645,16_0,[]
165,1617415064.0,vegetables-yasmin-flashcards-2,16,3,0,6,286.71951794246263,16_0,"['mushroom', 'pumpkin', 'red-onions']"
166,1628067976.0,values-all-book-33,16,0,0,1,292.41028299681506,16_0,[]
167,1615060185.0,farm-poiki-videoclip-2,16,0,0,1,289.1788814254486,16_0,[]
168,1621925525.0,values-all-book-39,16,0,0,1,288.01285591215753,16_0,[]
169,1609772713.0,fruits-wendy-identification-1,16,7,1,12,283.29968066802206,16_0,"['avocado', 'pineapple', 'cherry', 'lemon', 'orange', 'melon', 'strawberry']"
170,1625937729.0,fruits-yasmin-flashcards-3,17,4,2,7,260.0971720446553,17_0,"['orange', 'apricot', 'caju', 'melon']"
171,1616944281.0,values-all-book-10,17,0,0,1,273.1833825706017,17_0,[]
172,1610510092.0,easter-colors-game-1,17,2,1,6,266.3928435221412,17_0,"['blue', 'green']"
173,1615724189.0,farm-poiki-demovideo-2,17,0,0,1,269.8074559825692,17_0,[]
174,1614820699.0,farm-poiki-videoclip-2,17,0,0,1,273.0519588215271,17_0,[]
175,1630627909.0,values-all-book-12,17,0,0,1,272.8872550479169,17_0,[]
176,1617305852.0,farm-yasmin-flashcards-3,17,4,1,7,265.11267561377065,17_0,"['sow', 'mare', 'turkey', 'piglet']"
177,1615879263.0,values-all-book-4,17,0,0,1,274.3919109275465,17_0,[]
178,1617460502.0,beach-yasmin-puzzle-1,17,2,1,4,264.66128994490447,17_0,"['four', 'four']"
179,1630489934.0,values-all-book-33,17,0,0,1,265.54292715945274,17_0,[]
180,1623547211.0,seanimals-flashcards-video-1,18,0,0,1,350.63934121990894,18_0,[]
181,1623266294.0,colors-poiki-game-2,18,4,1,6,352.0841054235514,18_0,"['blue', 'white', 'black', 'green']"
182,1625362305.0,values-all-book-4,18,0,0,1,348.2993160463024,18_0,[]
183,1618099355.0,beach-yasmin-puzzle-2,18,3,1,4,347.0587539547805,18_0,"['three', 'four', 'one']"
184,1618684660.0,values-all-book-1,18,0,0,1,346.88717804369657,18_0,[]
185,1623925986.0,farm-poiki-demovideo-1,18,0,0,1,363.01398049445396,18_0,[]
186,1609530792.0,fruits-wendy-identification-1,18,7,7,12,356.22227153302293,18_0,"['pineapple', 'plum', 'pear', 'apple', 'khaki', 'orange', 'strawberry']"
187,1613760509.0,fruits-yasmin-identification-1,18,7,3,12,350.5551954510354,18_0,"['strawberry', 'strawberry', 'strawberry', 'peach', 'plum', 'blueberries', 'pear']"
188,1616910696.0,fruits-yasmin-flashcards-2,18,2,1,6,342.8654431084774,18_0,"['tangerine', 'raspberry']"
189,1614804859.0,colors-wendy-game-1,18,4,4,8,353.9816084206199,18_0,"['brown', 'green', 'gray', 'orange']"
190,1623628166.0,values-all-book-1,19,0,0,1,252.75057613503066,19_0,[]
191,1617891640.0,values-all-book-4,19,0,0,1,256.1873720146803,19_0,[]
192,1628905166.0,fruits-yasmin-flashcards-2,19,3,1,6,245.13473231979034,19_0,"['orange', 'dragonfruit', 'watermelon']"
193,1622092936.0,colors-wendy-game-1,19,6,1,8,262.42987247777717,19_0,"['black', 'black', 'gray', 'orange', 'yellow', 'orange']"
194,1618684403.0,colors-poiki-game-2,19,4,3,6,251.82351630198542,19_0,"['blue', 'blue', 'black', 'blue']"
195,1618415274.0,feelings-all-cartoon-2,19,0,0,1,248.55080407174324,19_0,[]
196,1625056586.0,fruits-wendy-identification-1,19,9,1,12,251.49803248299318,19_0,"['melon', 'kiwi', 'pineapple', 'watermelon', 'melon', 'blueberries', 'dragonfruit', 'plum', 'strawberry']"
197,1618769096.0,seanimals-flashcards-video-1,19,0,0,1,250.0022755498492,19_0,[]
198,1624177905.0,fruits-yasmin-identification-1,19,10,1,12,254.63798691387157,19_0,"['lemon', 'mango', 'plum', 'lemon', 'grapes', 'kiwi', 'lemon', 'kiwi', 'plum', 'grapes']"
199,1610534107.0,values-all-book-7,19,0,0,1,248.04096295844167,19_0,[]
200,1619370473.0,fruits-wendy-identification-1,20,8,3,12,311.2819537542965,20_0,"['coconut', 'plum', 'kiwi', 'watermelon', 'avocado', 'khaki', 'lime', 'avocado']"
201,1615244069.0,fruits-yasmin-flashcards-2,20,5,2,6,310.7159044077315,20_0,"['orange', 'nashi', 'khaki', 'pineapple', 'pear']"
202,1612992916.0,values-all-book-1,20,0,0,1,312.0328188394813,20_0,[]
203,1621193314.0,colors-poiki-game-2,20,4,1,6,311.7157077176376,20_0,"['white', 'yellow', 'blue', 'red']"
204,1620299694.0,beach-yasmin-puzzle-2,20,2,0,4,307.5898292342726,20_0,"['two', 'three']"
205,1621943366.0,fruits-yasmin-identification-1,20,9,2,12,310.1929241770216,20_0,"['lemon', 'papaya', 'melon', 'blueberries', 'papaya', 'khaki', 'kiwi', 'orange', 'strawberry']"
206,1626246122.0,colors-wendy-game-1,20,6,3,8,306.0460100195949,20_0,"['beige', 'beige', 'green', 'black', 'orange', 'purple']"
207,1629092542.0,farm-poiki-demovideo-1,20,0,0,1,315.0564743448395,20_0,[]
208,1620461914.0,values-all-book-4,20,0,0,1,318.2103607491348,20_0,[]
209,1616415341.0,seanimals-flashcards-video-1,20,0,0,1,306.1046376098741,20_0,[]
210,1619848016.0,colors-poiki-game-2,21,3,1,6,293.15877452330807,21_0,"['red', 'white', 'white']"
211,1627433574.0,forest-yasmin-flashcards-1,21,3,1,6,302.39931821293555,21_0,"['raccoon', 'hedgehog', 'hedgehog']"
212,1628896141.0,colors-wendy-game-1,21,4,3,8,297.61356864798387,21_0,"['purple', 'white', 'blue', 'brown']"
213,1627508266.0,feelings-all-cartoon-1,21,0,0,1,306.47591084293003,21_0,[]
214,1613664995.0,values-all-book-4,21,0,0,1,293.0424736529789,21_0,[]
215,1631654183.0,seanimals-flashcards-video-1,21,0,0,1,304.9294319070252,21_0,[]
216,1623532599.0,values-all-book-7,21,0,0,1,294.96817239160725,21_0,[]
217,1611347467.0,values-all-book-1,21,0,0,1,304.1116909251394,21_0,[]
218,1625582564.0,routine-all-cartoon-10,21,0,0,1,305.5746227974514,21_0,[]
219,1631374865.0,farm-poiki-puzzle-2 ,21,2,1,4,308.107467226925,21_0,"['two', 'three']"
220,1618405292.0,farm-poiki-demovideo-3,22,0,0,1,277.3110708539021,22_0,[]
221,1624539700.0,values-all-book-4,22,0,0,1,272.68380816441606,22_0,[]
222,1616506657.0,vegetables-yasmin-flashcards-2,22,5,1,6,262.76529832622094,22_0,"['pumpkin', 'cassava', 'beetroot', 'lettuce', 'cassava']"
223,1614230849.0,seanimals-flashcards-video-1,22,0,0,1,272.68092982837703,22_0,[]
224,1625400100.0,values-all-book-1,22,0,0,1,267.807627709827,22_0,[]
225,1609549267.0,colors-wendy-game-1,22,6,3,8,269.78066421191915,22_0,"['yellow', 'red', 'purple', 'black', 'red', 'purple']"
226,1627736983.0,vegetables-yasmin-flashcards-2,22,3,0,6,267.68489122945476,22_0,"['pumpkin', 'cucumber', 'corn']"
227,1621210448.0,values-all-book-7,22,0,0,1,267.13862967991963,22_0,[]
228,1611664882.0,colors-poiki-game-2,22,3,1,6,266.44479701604445,22_0,"['white', 'yellow', 'white']"
229,1612133103.0,vegetables-yasmin-identification-1,22,6,2,12,279.969666371038,22_0,"['corn', 'corn', 'bellpepper', 'lettuce', 'chili', 'corn']"
230,1623891236.0,farm-yasmin-flashcards-3,23,5,1,7,252.86169569614594,23_0,"['ewe', 'ram', 'turkey', 'chick', 'lamb']"
231,1628865934.0,values-all-book-4,23,0,0,1,249.35382044983524,23_0,[]
232,1615704226.0,fruits-yasmin-flashcards-3,23,5,2,7,245.86181789794796,23_0,"['tangerine', '', 'kiwi', 'avocado', 'red-currant']"
233,1631190714.0,beach-yasmin-puzzle-1,23,3,0,4,254.71323819140954,23_0,"['two', 'three', 'one']"
234,1611718009.0,farm-poiki-demovideo-4,23,0,0,1,243.79325695588486,23_0,[]
235,1628428836.0,farm-poiki-videoclip-2,23,0,0,1,255.84080048702714,23_0,[]
236,1618291767.0,easter-colors-game-3,23,6,0,8,257.9986808820752,23_0,"['yellow', 'purple', 'white', 'gray', 'white', 'green']"
237,1611300430.0,values-all-book-33,23,0,0,1,251.39116672066692,23_0,[]
238,1615587415.0,values-all-book-12,23,0,0,1,261.0112111489527,23_0,[]
239,1619539541.0,vegetables-yasmin-identification-1,23,10,1,12,256.624163066809,23_0,"['eggplant', 'carrot', 'potato', 'cauliflower', 'beetroot', 'carrot', 'cassava', 'corn', 'onion', 'cauliflower']"
240,1627063238.0,values-all-book-7,24,0,0,1,304.4507290892695,24_0,[]
241,1628593378.0,values-all-book-4,24,0,0,1,300.1283520833957,24_0,[]
